编号,币种,策略,方向,本波第几次,开仓时间,开仓价,平仓时间,平仓价,成交数量,名义仓位,风险金额,手续费,滑点成本,盈亏,累计利润,收益率,R倍数,平仓原因,资金占用前权益,平仓后权益,费率口径
106,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-04-13 07:00:00,6954.0,2020-04-13 08:00:00,6807.9,0.69,4798.26,99.36,1.8,1.45,-102.6,5360.87,-0.66,-1.0327,止损,15463.43,15360.83,开仓 Maker / 平仓 Taker
107,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-04-13 07:00:00,160.08,2020-04-13 08:00:00,157.11,34.24,5481.14,99.98,2.05,1.71,-103.75,5257.12,-0.67,-1.0377,止损,15463.43,15257.08,开仓 Maker / 平仓 Taker
109,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-04-13 09:00:00,153.52,2020-04-14 05:00:00,158.96,18.72,2873.89,99.96,2.11,1.87,-103.94,5153.18,-0.68,-1.0398,止损,15257.08,15153.14,双边 Taker
108,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-04-13 08:00:00,6716.7,2020-04-14 06:00:00,6874.1,0.55,3694.18,99.61,2.69,2.31,-89.26,5063.92,-0.59,-0.8961,斜率转正平仓,15257.08,15063.88,双边 Taker
111,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-04-15 07:00:00,157.6,2020-04-15 18:00:00,157.64,37.31,5880.06,99.99,2.23,1.87,-0.74,5063.18,-0.0,-0.0074,保本,15063.88,15063.14,开仓 Maker / 平仓 Taker
110,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-04-15 04:00:00,6853.4,2020-04-15 20:00:00,6722.7,0.77,5277.12,99.02,1.98,1.62,-102.62,4960.56,-0.68,-1.0363,止损,15063.88,14960.52,开仓 Maker / 平仓 Taker
112,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-04-15 16:00:00,158.53,2020-04-15 21:00:00,156.82,29.49,4675.05,99.97,3.35,2.95,47.08,5007.64,0.31,0.4709,斜率转正平仓,15063.88,15007.6,双边 Taker
113,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-04-15 20:00:00,6712.5,2020-04-16 15:00:00,6834.1,0.85,5705.62,99.79,4.15,3.57,-107.51,4900.13,-0.72,-1.0773,止损,14960.52,14900.09,双边 Taker
114,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-04-19 13:00:00,7113.0,2020-04-20 18:00:00,7114.8,1.15,8179.95,99.94,3.11,2.53,-1.04,4899.09,-0.01,-0.0104,保本,14900.09,14899.06,开仓 Maker / 平仓 Taker
115,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-04-19 22:00:00,178.13,2020-04-20 19:00:00,178.17,25.9,4613.57,99.97,1.75,1.55,-0.72,4898.37,-0.0,-0.0072,保本,14900.09,14898.34,开仓 Maker / 平仓 Taker
116,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-04-20 19:00:00,6967.8,2020-04-20 23:00:00,7079.6,0.93,6480.05,99.97,4.7,4.0,-108.68,4789.69,-0.73,-1.087,止损,14898.34,14789.66,双边 Taker
118,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-04-21 03:00:00,167.37,2020-04-21 14:00:00,174.84,13.6,2276.23,99.96,1.68,1.63,-103.27,4686.42,-0.7,-1.0331,止损,14789.66,14686.39,双边 Taker
117,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-04-21 01:00:00,6871.8,2020-04-22 14:00:00,6932.0,0.72,4947.7,99.58,3.58,3.02,-46.92,4639.5,-0.32,-0.4712,斜率转正平仓,14789.66,14639.47,双边 Taker
119,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-04-21 15:00:00,172.97,2020-04-22 21:00:00,178.66,17.95,3104.81,99.98,2.27,2.15,-104.41,4535.09,-0.71,-1.0443,止损,14686.39,14535.06,双边 Taker
121,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-04-27 15:00:00,193.96,2020-04-27 21:00:00,194.01,34.72,6734.29,99.99,2.56,2.08,-0.82,4534.27,-0.01,-0.0082,保本,14535.06,14534.24,开仓 Maker / 平仓 Taker
122,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-04-28 09:00:00,194.19,2020-04-28 22:00:00,194.24,33.11,6429.63,99.99,2.44,1.99,-0.79,4533.48,-0.01,-0.0079,保本,14534.24,14533.45,开仓 Maker / 平仓 Taker
120,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-04-26 23:00:00,7524.5,2020-04-30 00:00:00,8636.1,0.99,7449.26,99.89,3.14,2.57,1097.35,5630.83,7.55,10.9854,11R,14535.06,15630.8,开仓 Maker / 平仓 Taker
123,ETH,ETH 动态委托做多 最佳参数,多头,2,2020-04-30 17:00:00,208.24,2020-04-30 18:00:00,202.28,16.97,3533.83,99.95,1.31,1.19,-102.46,5528.37,-0.66,-1.025,止损,15630.8,15528.34,开仓 Maker / 平仓 Taker
124,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-05-01 05:00:00,208.75,2020-05-02 00:00:00,208.8,14.61,3049.84,99.93,1.16,1.02,-0.43,5527.94,-0.0,-0.0043,保本,15528.34,15527.91,开仓 Maker / 平仓 Taker
126,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-05-03 00:00:00,214.24,2020-05-03 06:00:00,214.05,27.54,5900.17,99.97,4.25,3.86,0.99,5528.93,0.01,0.0099,斜率转正平仓,15527.91,15528.9,双边 Taker
125,ETH,ETH 动态委托做多 最佳参数,多头,2,2020-05-02 02:00:00,210.25,2020-05-03 22:00:00,210.3,21.64,4549.81,99.98,1.73,1.51,-0.65,5528.28,-0.0,-0.0065,保本,15527.91,15528.25,开仓 Maker / 平仓 Taker
127,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-03 22:00:00,8765.4,2020-05-04 06:00:00,8900.6,0.45,3944.43,99.27,2.86,2.43,-63.7,5464.58,-0.41,-0.6417,斜率转正平仓,15528.25,15464.55,双边 Taker
128,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-05-04 07:00:00,8883.3,2020-05-04 09:00:00,8672.3,0.48,4263.98,99.98,1.59,1.3,-102.87,5361.71,-0.67,-1.0289,止损,15464.55,15361.68,开仓 Maker / 平仓 Taker
130,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-04 09:00:00,8691.3,2020-05-04 21:00:00,8829.7,0.44,3824.17,99.04,2.78,2.38,-63.67,5298.04,-0.41,-0.6429,斜率转正平仓,15361.68,15298.01,双边 Taker
131,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-05-05 10:00:00,8827.5,2020-05-05 18:00:00,8829.8,0.56,4943.4,99.96,1.88,1.51,-0.59,5297.45,-0.0,-0.0059,保本,15298.01,15297.42,开仓 Maker / 平仓 Taker
129,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-05-04 08:00:00,207.78,2020-05-06 19:00:00,210.17,21.09,4382.08,99.97,3.17,2.95,-53.58,5243.87,-0.35,-0.536,斜率转正平仓,15464.55,15243.84,双边 Taker
133,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-05-07 02:00:00,206.71,2020-05-07 04:00:00,203.82,35.46,7329.94,100.0,2.76,2.48,-105.24,5138.63,-0.69,-1.0524,止损,15243.84,15138.6,开仓 Maker / 平仓 Taker
132,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-05-05 21:00:00,8865.8,2020-05-10 08:00:00,9456.2,0.5,4432.9,98.05,1.77,1.45,293.43,5432.06,1.92,2.9927,3R,15297.42,15432.03,开仓 Maker / 平仓 Taker
134,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-05-08 14:00:00,208.3,2020-05-10 08:00:00,208.35,24.03,5005.45,99.96,1.9,1.68,-0.7,5431.36,-0.0,-0.007,保本,15138.6,15431.33,开仓 Maker / 平仓 Taker
135,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-10 07:00:00,9541.1,2020-05-12 22:00:00,8888.5,0.51,4865.96,99.91,3.38,2.86,329.44,5760.8,2.18,3.2974,斜率转正平仓,15138.6,15760.78,双边 Taker
136,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-05-10 08:00:00,192.36,2020-05-12 22:00:00,191.17,11.02,2119.81,99.95,1.52,1.32,11.59,5772.39,0.08,0.116,斜率转正平仓,15431.33,15772.37,双边 Taker
137,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-05-13 16:00:00,8838.3,2020-05-15 10:00:00,9358.8,0.57,5037.83,98.5,2.0,1.65,294.69,6067.08,1.87,2.9919,3R,15772.37,16067.06,开仓 Maker / 平仓 Taker
138,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-05-15 01:00:00,196.43,2020-05-15 23:00:00,196.49,24.09,4732.0,99.97,1.8,1.45,-0.35,6066.73,-0.0,-0.0035,保本,15772.37,16066.7,开仓 Maker / 平仓 Taker
139,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-16 04:00:00,9245.1,2020-05-16 10:00:00,9432.6,0.38,3513.14,99.9,2.56,2.17,-73.81,5992.92,-0.46,-0.7388,斜率转正平仓,16066.7,15992.9,双边 Taker
142,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-17 02:00:00,9287.7,2020-05-17 06:00:00,9425.1,0.46,4272.34,98.81,3.1,2.62,-66.3,5926.62,-0.41,-0.671,斜率转正平仓,15992.9,15926.59,双边 Taker
140,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-05-16 11:00:00,9427.3,2020-05-20 23:00:00,9429.7,0.37,3488.1,98.64,1.33,1.07,-0.44,5926.18,-0.0,-0.0044,保本,15992.9,15926.16,开仓 Maker / 平仓 Taker
141,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-05-17 00:00:00,199.04,2020-05-21 16:00:00,205.41,31.64,6297.63,99.98,2.45,2.21,199.1,6125.28,1.24,1.9913,2R,15992.9,16125.25,开仓 Maker / 平仓 Taker
144,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-05-21 01:00:00,209.45,2020-05-23 08:00:00,209.43,24.03,5033.08,99.96,3.62,3.36,-3.14,6122.14,-0.02,-0.0314,保本,15926.16,16122.11,双边 Taker
143,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-20 23:00:00,9411.4,2020-05-23 10:00:00,9272.2,0.47,4423.36,99.5,3.16,2.68,62.26,6184.4,0.39,0.6258,斜率转正平仓,15926.16,16184.37,双边 Taker
145,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-05-23 17:00:00,206.16,2020-05-24 19:00:00,206.21,37.59,7749.55,99.99,2.95,2.63,-1.07,6183.33,-0.01,-0.0107,保本,16184.37,16183.31,开仓 Maker / 平仓 Taker
146,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-24 21:00:00,9085.5,2020-05-26 15:00:00,8954.8,0.75,6814.12,99.53,4.87,4.12,93.15,6276.48,0.58,0.936,斜率转正平仓,16183.31,16276.46,双边 Taker
148,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-05-26 21:00:00,8806.3,2020-05-27 16:00:00,8929.5,0.65,5724.1,99.25,4.15,3.51,-84.23,6192.25,-0.52,-0.8486,斜率转正平仓,16276.46,16192.23,双边 Taker
147,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-05-25 18:00:00,201.73,2020-05-27 18:00:00,206.25,22.83,4605.5,100.0,3.35,3.2,-106.54,6085.71,-0.66,-1.0655,止损,16183.31,16085.69,双边 Taker
149,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-05-28 15:00:00,204.86,2020-05-29 18:00:00,218.63,51.02,10451.96,100.0,4.17,3.57,698.38,6784.09,4.34,6.9838,7R,16085.69,16784.06,开仓 Maker / 平仓 Taker
151,ETH,ETH 动态委托做多 最佳参数,多头,2,2020-05-31 23:00:00,231.77,2020-06-01 07:00:00,231.83,21.55,4994.64,99.99,1.9,1.51,-0.61,6783.48,-0.0,-0.0061,保本,16784.06,16783.46,开仓 Maker / 平仓 Taker
150,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-05-30 11:00:00,9346.9,2020-06-02 11:00:00,10043.3,0.86,8038.33,99.5,3.22,2.67,595.68,7379.16,3.55,5.9866,6R,16784.06,17379.14,开仓 Maker / 平仓 Taker
153,ETH,ETH 动态委托做多 最佳参数,多头,3,2020-06-02 22:00:00,241.72,2020-06-02 22:00:00,238.19,28.98,7005.05,99.98,2.63,2.32,-104.93,7274.23,-0.6,-1.0495,止损,17379.14,17274.21,开仓 Maker / 平仓 Taker
154,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-02 22:00:00,234.43,2020-06-03 05:00:00,237.9,11.02,2583.42,99.95,1.87,1.76,-40.11,7234.12,-0.23,-0.4013,斜率转正平仓,17274.21,17234.09,双边 Taker
152,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-06-02 22:00:00,9585.5,2020-06-04 07:00:00,9670.9,0.4,3834.2,99.24,2.77,2.36,-36.93,7197.19,-0.21,-0.3722,斜率转正平仓,17379.14,17197.16,双边 Taker
155,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-04 17:00:00,240.99,2020-06-04 17:00:00,237.91,33.33,8032.2,99.99,3.02,2.67,-105.68,7091.51,-0.61,-1.0569,止损,17197.16,17091.48,开仓 Maker / 平仓 Taker
157,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-05 02:00:00,240.35,2020-06-05 11:00:00,243.33,16.33,3924.92,99.94,2.84,2.61,-51.51,7040.0,-0.3,-0.5154,斜率转正平仓,17091.48,17039.98,双边 Taker
156,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-05 02:00:00,241.62,2020-06-05 18:00:00,241.68,23.36,5644.24,99.98,2.15,1.87,-0.74,7039.26,-0.0,-0.0074,保本,17091.48,17039.23,开仓 Maker / 平仓 Taker
158,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-05 16:00:00,9709.4,2020-06-05 18:00:00,9711.9,0.76,7379.14,99.03,2.8,2.28,-0.9,7038.36,-0.01,-0.0091,保本,17039.98,17038.33,开仓 Maker / 平仓 Taker
159,ETH,ETH 动态委托做多 最佳参数,多头,2,2020-06-05 20:00:00,242.55,2020-06-06 08:00:00,238.28,23.86,5787.24,99.97,2.17,1.91,-104.05,6934.31,-0.61,-1.0408,止损,17038.33,16934.27,开仓 Maker / 平仓 Taker
160,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-06 03:00:00,9715.4,2020-06-06 08:00:00,9573.3,0.71,6897.93,98.83,2.59,2.06,-103.48,6830.83,-0.61,-1.0471,止损,17038.33,16830.79,开仓 Maker / 平仓 Taker
161,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-07 14:00:00,241.99,2020-06-07 16:00:00,239.66,44.44,10754.04,99.99,4.06,3.56,-107.6,6723.23,-0.64,-1.0761,止损,16830.79,16723.19,开仓 Maker / 平仓 Taker
162,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-06-07 20:00:00,9513.7,2020-06-08 03:00:00,9635.1,0.86,8181.78,99.42,5.93,4.99,-110.33,6612.9,-0.66,-1.1098,止损,16723.19,16612.85,双边 Taker
163,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-07 21:00:00,235.89,2020-06-08 03:00:00,239.86,26.24,6189.75,99.97,4.49,4.2,-108.67,6504.23,-0.65,-1.0869,止损,16723.19,16504.19,双边 Taker
164,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-08 16:00:00,9669.2,2020-06-08 21:00:00,9671.7,0.96,9282.43,99.94,3.53,2.88,-1.13,6503.1,-0.01,-0.0113,保本,16504.19,16503.06,开仓 Maker / 平仓 Taker
165,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-08 22:00:00,242.17,2020-06-09 08:00:00,242.23,49.01,11868.75,99.98,4.51,3.92,-1.57,6501.53,-0.01,-0.0157,保本,16503.06,16501.49,开仓 Maker / 平仓 Taker
166,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-09 00:00:00,9679.6,2020-06-09 08:00:00,9682.1,0.94,9098.82,99.64,3.46,2.82,-1.11,6500.42,-0.01,-0.0111,保本,16503.06,16500.38,开仓 Maker / 平仓 Taker
168,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-09 14:00:00,9689.6,2020-06-10 06:00:00,9692.1,0.85,8236.16,99.96,3.13,2.55,-1.01,6499.41,-0.01,-0.0101,保本,16500.38,16499.38,开仓 Maker / 平仓 Taker
167,ETH,ETH 动态委托做多 最佳参数,多头,2,2020-06-09 11:00:00,242.57,2020-06-11 21:00:00,242.63,28.32,6869.58,99.97,2.61,2.27,-0.91,6498.5,-0.01,-0.0091,保本,16500.38,16498.46,开仓 Maker / 平仓 Taker
170,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-12 00:00:00,226.01,2020-06-12 01:00:00,232.51,15.72,3552.88,99.98,2.59,2.2,-104.77,6393.73,-0.64,-1.048,止损,16498.46,16393.69,双边 Taker
169,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-06-11 21:00:00,9630.0,2020-06-14 07:00:00,9477.3,0.75,7222.5,99.38,5.16,4.35,109.37,6503.1,0.66,1.1005,斜率转正平仓,16498.46,16503.06,双边 Taker
171,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-12 02:00:00,233.9,2020-06-14 13:00:00,236.66,13.92,3255.89,99.95,2.36,2.23,-40.78,6462.32,-0.25,-0.408,斜率转正平仓,16393.69,16462.28,双边 Taker
172,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-06-15 09:00:00,9251.3,2020-06-16 00:00:00,9368.3,0.89,8233.66,99.06,5.97,5.07,-110.1,6352.22,-0.67,-1.1114,止损,16462.28,16352.18,双边 Taker
173,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-15 09:00:00,228.43,2020-06-16 03:00:00,232.27,27.02,6172.18,99.97,4.48,3.78,-108.24,6243.98,-0.66,-1.0827,止损,16462.28,16243.94,双边 Taker
175,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-16 23:00:00,231.96,2020-06-17 10:00:00,232.02,31.94,7408.8,99.97,2.82,2.24,-0.9,6243.08,-0.01,-0.009,保本,16243.94,16243.04,开仓 Maker / 平仓 Taker
176,ETH,ETH 动态委托做多 最佳参数,多头,2,2020-06-17 12:00:00,232.65,2020-06-17 21:00:00,232.72,42.55,9899.26,99.99,3.76,2.98,-0.78,6242.3,-0.0,-0.0078,保本,16243.04,16242.26,开仓 Maker / 平仓 Taker
174,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-16 23:00:00,9405.8,2020-06-17 22:00:00,9408.2,0.65,6113.77,99.71,2.32,1.89,-0.76,6241.54,-0.0,-0.0077,保本,16243.94,16241.5,开仓 Maker / 平仓 Taker
177,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-06-18 03:00:00,9300.1,2020-06-18 05:00:00,9421.5,0.86,7998.09,99.5,5.8,4.9,-110.2,6131.34,-0.68,-1.1075,止损,16241.5,16131.3,双边 Taker
178,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-18 12:00:00,232.73,2020-06-19 03:00:00,230.27,41.84,9737.42,100.0,3.67,2.93,-106.6,6024.74,-0.66,-1.066,止损,16131.3,16024.7,开仓 Maker / 平仓 Taker
180,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-06-19 10:00:00,9276.5,2020-06-19 17:00:00,9390.1,0.92,8534.38,99.27,6.18,5.24,-110.69,5914.05,-0.69,-1.1151,止损,16024.7,15914.0,双边 Taker
179,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-19 09:00:00,228.46,2020-06-21 17:00:00,230.69,28.32,6469.99,99.97,4.68,3.96,-67.83,5846.22,-0.42,-0.6786,斜率转正平仓,16024.7,15846.17,双边 Taker
182,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-22 02:00:00,229.64,2020-06-22 06:00:00,228.22,74.07,17009.43,99.99,6.43,5.18,-111.61,5734.61,-0.7,-1.1162,止损,15846.17,15734.56,开仓 Maker / 平仓 Taker
181,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-21 18:00:00,9345.2,2020-06-22 07:00:00,9281.4,1.63,15232.68,99.43,5.76,4.56,-109.75,5624.86,-0.69,-1.1038,止损,15846.17,15624.8,开仓 Maker / 平仓 Taker
183,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-24 15:00:00,9578.7,2020-06-24 15:00:00,9507.8,1.47,14080.69,99.96,5.32,4.26,-109.54,5515.32,-0.7,-1.0959,止损,15624.8,15515.26,开仓 Maker / 平仓 Taker
185,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-24 18:00:00,241.4,2020-06-24 18:00:00,238.32,33.33,8045.86,99.99,3.03,2.67,-105.69,5409.63,-0.68,-1.057,止损,15515.26,15409.57,开仓 Maker / 平仓 Taker
186,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-25 11:00:00,229.69,2020-06-25 16:00:00,234.66,20.74,4763.77,99.97,3.47,3.11,-106.54,5303.09,-0.69,-1.0658,止损,15409.57,15303.03,双边 Taker
184,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-06-24 18:00:00,9374.3,2020-06-28 22:00:00,9155.7,0.85,7968.15,99.96,5.67,4.84,180.14,5483.23,1.16,1.8021,斜率转正平仓,15515.26,15483.17,双边 Taker
187,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-06-25 17:00:00,233.82,2020-06-30 13:00:00,226.19,22.47,5253.94,99.99,3.72,3.37,167.72,5650.95,1.1,1.6774,斜率转正平仓,15303.03,15650.89,双边 Taker
189,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-06-30 20:00:00,226.03,2020-06-30 20:00:00,224.07,52.91,11959.25,100.0,4.52,3.7,-108.22,5542.73,-0.69,-1.0822,止损,15650.89,15542.67,开仓 Maker / 平仓 Taker
188,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-06-30 13:00:00,9132.1,2020-07-02 23:00:00,9134.5,1.29,11780.41,99.97,4.48,3.61,-1.38,5541.35,-0.01,-0.0138,保本,15650.89,15541.29,开仓 Maker / 平仓 Taker
190,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-07-02 13:00:00,228.16,2020-07-02 23:00:00,228.22,58.82,13420.37,99.99,5.1,4.12,-1.57,5539.78,-0.01,-0.0157,保本,15542.67,15539.72,开仓 Maker / 平仓 Taker
191,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-07-02 23:00:00,9054.3,2020-07-03 05:00:00,9148.0,1.13,10231.36,99.55,7.4,6.33,-113.29,5426.49,-0.73,-1.1379,止损,15539.72,15426.44,双边 Taker
192,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-07-05 13:00:00,9110.4,2020-07-05 13:00:00,9063.1,2.24,20407.3,99.68,7.73,6.27,-113.68,5312.81,-0.74,-1.1404,止损,15426.44,15312.76,开仓 Maker / 平仓 Taker
193,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-07-05 13:00:00,227.37,2020-07-05 17:00:00,225.79,66.22,15056.44,99.99,5.69,4.64,-110.32,5202.49,-0.72,-1.1033,止损,15312.76,15202.44,开仓 Maker / 平仓 Taker
194,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-07-08 04:00:00,9221.6,2020-07-09 23:00:00,9224.0,1.57,14477.91,99.69,5.5,4.4,-1.73,5200.76,-0.01,-0.0174,保本,15202.44,15200.7,开仓 Maker / 平仓 Taker
195,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-07-09 22:00:00,242.75,2020-07-09 23:00:00,240.02,37.73,9158.96,99.98,3.45,3.02,-106.45,5094.31,-0.7,-1.0647,止损,15202.44,15094.25,开仓 Maker / 平仓 Taker
196,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-07-09 23:00:00,9205.0,2020-07-11 07:00:00,9304.0,1.07,9849.35,99.94,7.13,5.99,-113.06,4981.25,-0.75,-1.1313,止损,15094.25,14981.19,双边 Taker
197,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-07-11 16:00:00,240.25,2020-07-12 12:00:00,240.59,45.66,10969.82,100.0,7.9,7.31,-23.43,4957.82,-0.16,-0.2343,斜率转正平仓,14981.19,14957.76,双边 Taker
198,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-07-12 17:00:00,9246.3,2020-07-12 21:00:00,9248.7,2.2,20341.86,99.66,7.73,6.16,-2.45,4955.37,-0.02,-0.0246,保本,14957.76,14955.31,开仓 Maker / 平仓 Taker
199,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-07-13 14:00:00,9252.0,2020-07-14 03:00:00,9254.4,1.72,15913.44,99.59,6.05,4.82,-1.92,4953.45,-0.01,-0.0193,保本,14955.31,14953.39,开仓 Maker / 平仓 Taker
200,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-07-14 02:00:00,241.35,2020-07-14 03:00:00,239.27,50.0,12067.5,100.0,4.56,4.0,-108.56,4844.89,-0.73,-1.0856,止损,14955.31,14844.83,开仓 Maker / 平仓 Taker
202,BTC,BTC 均线斜率做空 最佳参数,空头,0,2020-07-16 17:00:00,9073.6,2020-07-17 02:00:00,9144.2,1.53,13882.61,99.45,10.03,8.57,-118.05,4726.84,-0.8,-1.1871,止损,14844.83,14726.78,双边 Taker
201,ETH,ETH 均线斜率做空 最佳参数,空头,0,2020-07-16 14:00:00,235.16,2020-07-19 03:00:00,235.63,37.73,8872.59,99.98,6.39,6.04,-24.13,4702.71,-0.16,-0.2413,斜率转正平仓,14844.83,14702.65,双边 Taker
205,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-07-19 13:00:00,234.68,2020-07-19 14:00:00,233.62,102.04,23946.75,100.0,9.07,8.16,-117.23,4585.48,-0.8,-1.1723,止损,14702.65,14585.42,开仓 Maker / 平仓 Taker
203,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2020-07-18 20:00:00,0.00341,2020-07-19 18:00:00,0.00342,1250000.0,4262.5,100.0,2.39,12.5,10.11,4595.59,0.07,0.1011,保本,14726.78,14595.53,开仓 Maker / 平仓 Taker
204,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-07-19 03:00:00,9156.3,2020-07-19 18:00:00,9125.2,3.53,32321.74,99.9,12.25,9.88,-122.03,4473.56,-0.83,-1.2216,止损,14702.65,14473.5,开仓 Maker / 平仓 Taker
206,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-07-19 18:00:00,234.69,2020-07-19 18:00:00,233.61,100.0,23469.0,100.0,8.89,8.0,-116.89,4356.67,-0.81,-1.1689,止损,14473.5,14356.61,开仓 Maker / 平仓 Taker
208,BTC,BTC 动态委托做多 最佳参数,多头,1,2020-07-20 18:00:00,9165.3,2020-07-20 18:00:00,9133.6,3.46,31711.94,99.99,12.02,9.69,-121.7,4234.97,-0.85,-1.2171,止损,14356.61,14234.91,开仓 Maker / 平仓 Taker
210,ETH,ETH 动态委托做多 最佳参数,多头,1,2020-07-21 03:00:00,236.57,2020-07-21 03:00:00,235.23,79.36,18774.2,99.99,7.1,6.35,-113.45,4121.52,-0.8,-1.1345,止损,14234.91,14121.46,开仓 Maker / 平仓 Taker
211,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2020-07-21 11:00:00,0.00324,2020-07-21 15:00:00,0.00318,2000000.0,6480.0,100.0,2.43,20.0,-122.43,3999.09,-0.87,-1.2243,止损,14121.46,13999.03,开仓 Maker / 平仓 Taker
207,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2020-07-19 19:00:00,0.00338,2020-07-21 17:00:00,0.00327,588235.29,1988.24,100.0,1.41,11.76,63.3,4062.39,0.44,0.633,斜率转正平仓,14356.61,14062.33,双边 Taker
